Job started:  Thu Apr 16 14:50:08 EDT 2026
Node:         rg32403
Array task:   3  (seed=42)
Loading model from models/ldm/stable-diffusion-v1/model.ckpt
Global Step: 470000
LatentDiffusion: Running in eps-prediction mode
DiffusionWrapper has 859.52 M params.
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 4, 32, 32) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
Creating invisible watermark encoder (see https://github.com/ShieldMnt/invisible-watermark)...
Subtracting 1 from DDIM time indices to match the dimension.
Data shape for DDIM sampling is (1, 4, 64, 64), eta 0.0
Running DDIM Sampling with 1000 timesteps
Loss:  129.76296997070312
Loss:  384.2145690917969
Loss:  371.3090515136719
Loss:  346.4593200683594
Loss:  300.377685546875
Loss:  247.22158813476562
Loss:  218.86619567871094
Loss:  203.48780822753906
Loss:  190.4262237548828
Loss:  180.37246704101562
Loss:  175.80381774902344
Loss:  193.77847290039062
Loss:  270.1963195800781
Loss:  204.82363891601562
Loss:  187.61912536621094
Loss:  203.80621337890625
Loss:  197.2824249267578
Loss:  200.66287231445312
Loss:  224.4203643798828
Loss:  200.73007202148438
Loss:  188.13165283203125
Loss:  194.30661010742188
Loss:  194.94287109375
Loss:  191.12562561035156
Loss:  182.24136352539062
Loss:  190.08375549316406
Loss:  181.24563598632812
Loss:  181.3509979248047
Loss:  175.06915283203125
Loss:  178.0282440185547
Loss:  169.42129516601562
Loss:  172.7285919189453
Loss:  164.7686004638672
Loss:  167.7517852783203
Loss:  158.83583068847656
Loss:  160.24684143066406
Loss:  144.67799377441406
Loss:  150.50328063964844
Loss:  141.68463134765625
Loss:  147.04290771484375
Loss:  135.18934631347656
Loss:  143.7041015625
Loss:  129.7831268310547
Loss:  136.87242126464844
Loss:  140.36306762695312
Loss:  125.56298828125
Loss:  116.68096160888672
Loss:  123.2480697631836
Loss:  121.76443481445312
Loss:  111.06221771240234
Loss:  116.46112060546875
Loss:  111.0009765625
Loss:  103.81517791748047
Loss:  108.97160339355469
Loss:  99.34718322753906
Loss:  104.7955093383789
Loss:  98.88077545166016
Loss:  99.60357666015625
Loss:  97.83940124511719
Loss:  92.18228149414062
Loss:  90.4053726196289
Loss:  94.37984466552734
Loss:  86.60420989990234
Loss:  91.77296447753906
Loss:  86.81983947753906
Loss:  89.16834259033203
Loss:  85.44880676269531
Loss:  86.39216613769531
Loss:  84.29405212402344
Loss:  84.28987121582031
Loss:  82.0190658569336
Loss:  83.48616790771484
Loss:  80.69536590576172
Loss:  82.52076721191406
Loss:  79.44465637207031
Loss:  80.45964813232422
Loss:  78.89839935302734
Loss:  79.76480102539062
Loss:  77.11336517333984
Loss:  78.31939697265625
Loss:  76.71453094482422
Loss:  78.34414672851562
Loss:  74.65385437011719
Loss:  75.67822265625
Loss:  75.0639877319336
Loss:  76.83549499511719
Loss:  75.54473876953125
Loss:  72.31185150146484
Loss:  70.8109130859375
Loss:  72.86846160888672
Loss:  69.98644256591797
Loss:  72.11396789550781
Loss:  69.80355072021484
Loss:  71.70934295654297
Loss:  70.53630065917969
Loss:  72.40283966064453
Loss:  72.25161743164062
Loss:  73.19712829589844
Loss:  68.84224700927734
Loss:  69.01948547363281
Loss:  67.57917785644531
Loss:  69.01729583740234
Loss:  67.40262603759766
Loss:  69.85282135009766
Loss:  67.81097412109375
Loss:  69.95455932617188
Loss:  66.45838165283203
Loss:  66.40227508544922
Loss:  65.26873779296875
Loss:  66.59737396240234
Loss:  66.83476257324219
Loss:  65.5456771850586
Loss:  64.03551483154297
Loss:  66.95176696777344
Loss:  63.73280715942383
Loss:  63.77824783325195
Loss:  62.79909896850586
Loss:  64.35490417480469
Loss:  64.65340423583984
Loss:  66.14778137207031
Loss:  62.30582046508789
Loss:  61.14482116699219
Loss:  61.657657623291016
Loss:  62.975502014160156
Loss:  63.81474685668945
Loss:  60.86872863769531
Loss:  58.6655158996582
Loss:  60.37361145019531
Loss:  60.85615539550781
Loss:  58.770721435546875
Loss:  57.59962463378906
Loss:  60.52643966674805
Loss:  58.257659912109375
Loss:  57.59501266479492
Loss:  58.065555572509766
Loss:  56.92463302612305
Loss:  56.957096099853516
Loss:  55.9235725402832
Loss:  56.492919921875
Loss:  56.05971145629883
Loss:  55.7536506652832
Loss:  55.937618255615234
Loss:  54.54804611206055
Loss:  56.21826934814453
Loss:  53.547393798828125
Loss:  56.29682159423828
Loss:  58.403446197509766
Loss:  59.41705322265625
Loss:  59.28818130493164
Loss:  54.11392593383789
Loss:  53.78037643432617
Loss:  55.08015823364258
Loss:  53.67560577392578
Loss:  54.69473648071289
Loss:  54.7364387512207
Loss:  52.248836517333984
Loss:  51.71245193481445
Loss:  51.70961380004883
Loss:  51.86378860473633
Loss:  52.5982551574707
Loss:  53.67518615722656
Loss:  52.15313720703125
Loss:  51.01585388183594
Loss:  51.16102981567383
Loss:  51.729793548583984
Loss:  50.46558380126953
Loss:  50.14603805541992
Loss:  50.701473236083984
Loss:  50.691734313964844
Loss:  50.15230178833008
Loss:  49.68202590942383
Loss:  49.58781433105469
Loss:  48.926944732666016
Loss:  48.8881721496582
Loss:  48.78426742553711
Loss:  49.08615493774414
Loss:  48.675418853759766
Loss:  48.385780334472656
Loss:  48.48708724975586
Loss:  48.40525817871094
Loss:  48.17924118041992
Loss:  48.141929626464844
Loss:  47.92937088012695
Loss:  48.088279724121094
Loss:  47.9229850769043
Loss:  47.63618850708008
Loss:  47.37405776977539
Loss:  47.19589614868164
Loss:  47.282752990722656
Loss:  47.37354278564453
Loss:  46.80582046508789
Loss:  46.7281608581543
Loss:  46.13900375366211
Loss:  46.049503326416016
Loss:  46.11600112915039
Loss:  46.512752532958984
Loss:  46.03085708618164
Loss:  46.03305435180664
Loss:  45.72594451904297
Loss:  45.93029022216797
Loss:  45.710594177246094
Loss:  45.97282791137695
Loss:  45.64107131958008
Loss:  45.45811462402344
Loss:  45.25540542602539
Loss:  45.96157455444336
Loss:  45.10258483886719
Loss:  44.830318450927734
Loss:  44.791587829589844
Loss:  44.90821075439453
Loss:  44.74632263183594
Loss:  45.1883430480957
Loss:  45.201744079589844
Loss:  45.5061149597168
Loss:  45.97745895385742
Loss:  46.17300033569336
Loss:  48.89761734008789
Loss:  48.58883285522461
Loss:  46.442054748535156
Loss:  45.7214469909668
